,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
10,-322.9181,15.270971,-11.052943,22.000978,-12.974168,6.8748517,-8.916375,-4.4489226,-9.059188,12.411707,-19.792147,10.427969,-4.2837596,4.6886024,0.12420991,-2.867772,-6.189403,10.508825,-10.086624,13.702989,6.937156,4.6455584,-1.6488259,4.777834,-1.4618245,9.872131,0.81592077,6.7936277,-0.8166096,4.403236,-3.213562,4.5768175,-3.581681,0.4218091,-1.3074299,3.706643,-1.2156125,2.0525668,0.0043858616,4.4003325,fear
11,-332.82153,25.682907,-13.823835,19.060228,-15.20013,-1.4564239,-7.9119234,-15.206439,-6.1680293,-4.5708065,-7.6665406,13.375245,-16.945827,10.44761,-9.1198,0.027775532,-1.5711989,1.447478,-5.245328,5.41444,-6.3041043,0.25305465,1.6920459,10.767439,6.8236895,14.164078,3.3346093,8.977505,7.9277973,12.491523,0.33757976,0.26236168,-3.5945175,6.989565,1.6087146,2.240642,-4.76378,0.36731812,0.15633781,1.4559895,happy
12,-516.2286,29.798174,-23.156504,-0.29999685,-10.567037,-14.551061,-9.53965,-11.18267,-9.43976,2.6063094,-16.075087,-3.3504803,0.4396416,8.111224,8.293142,10.694634,5.9761963,7.3614273,-6.4988117,-1.2065755,-1.9966646,0.8635656,-4.4278364,0.5556015,-7.147197,1.4081513,-3.2024398,1.7118413,-3.53843,4.6524343,-1.1035924,4.295111,-0.52416146,5.779469,0.04560718,4.2053084,-0.7097973,1.7807013,0.31123835,3.6595993,sad
13,-496.48514,35.167175,-23.414476,-5.8606205,-7.411964,-10.770979,-16.512316,-9.640703,-17.815138,-0.8280575,-7.63222,-8.4518585,-8.261164,-7.1607475,-4.5517063,-7.956323,-5.0581903,3.762207,-1.7934995,3.0658705,-0.37424406,1.4474809,-4.2461734,4.2843547,-0.40112987,4.4856186,0.13020784,1.6224368,-2.900679,3.5865955,-0.12966874,1.9796219,-1.6648353,2.2784321,-0.5150153,3.9206994,2.7471378,2.0510132,-1.2420467,0.9681141,happy
14,-311.9525,44.7564,-30.117527,19.174969,-6.355552,-8.879017,-6.2044864,-4.346391,-10.318725,7.6802096,-21.325665,6.6668043,-5.3412,0.30984107,2.6227822,-8.451873,-4.9361305,10.921525,-5.853633,20.022764,13.134261,13.954843,3.148094,6.719379,-2.6038628,8.289385,-1.0827672,2.241516,-4.7544413,0.6955412,-3.7701082,4.665912,-6.539202,-2.5754905,-4.611946,3.7754455,-2.0859878,2.10064,-0.1506987,6.023715,fear
15,-336.22766,40.838898,-11.168844,0.82288736,-29.892216,-8.042243,-8.85437,-11.476036,-11.135869,12.14631,-14.384254,6.9011955,-11.994561,5.2265687,-1.6232002,8.611917,2.9575794,13.867897,-3.9371917,7.559342,-10.406453,4.567362,-1.6880736,1.1311831,-5.1379814,2.6928186,-4.4787745,8.98833,1.668503,8.928997,5.74693,9.860603,2.4171226,4.927912,1.7058706,6.0460505,0.55614704,7.1097474,2.4243238,6.3210473,surprise
16,-655.8974,47.884315,-10.475122,9.02613,-9.455881,-1.1420232,-6.7299566,-7.9830265,-6.4326906,-2.2188811,-4.239523,-6.1851006,-7.3722863,1.1396894,-7.851184,-2.8902216,-7.189961,-2.8872137,-5.894358,-3.5044527,-5.3308296,-4.9499564,-4.640018,-0.16899389,-1.0778228,1.6259602,-0.26404756,0.4892258,-1.3968018,1.6166466,-0.6395405,3.4841316,1.648913,4.6937084,3.573601,7.4387903,3.2542934,3.2771904,-0.8643363,-0.22174585,calm
17,-618.5639,60.555965,-4.5745173,10.619307,0.6702247,-8.816136,-5.4715123,-2.1209176,-7.9537506,-3.0819256,-2.5142798,-2.0002506,-3.324437,1.2922932,-4.4845057,2.4644454,-5.4325995,-0.8243754,-1.5658513,-0.9201756,-4.267758,0.6303503,-4.675697,1.2136029,-1.3742491,2.9988806,-1.8112988,3.0259974,-0.3128526,4.370791,1.3371743,3.3252714,0.10103387,3.3039355,0.5811684,2.545149,-0.4706542,1.908727,0.7733096,4.9336143,surprise
18,-440.06668,44.735928,-20.533531,15.063046,3.8779237,-0.9227948,-0.69639915,-4.235718,-14.695859,5.0224676,-6.0998974,-4.0725675,3.1689272,-2.9284554,-5.0909677,2.568758,-5.67653,1.6654395,-5.054371,-0.023002066,-3.5054655,2.6606486,-3.7192118,-0.85358244,-2.1543775,2.889185,-2.1774385,4.127949,-2.097917,3.1218991,0.2449051,4.285028,5.094563,4.584621,0.60148823,2.7559412,3.7831688,3.9776878,2.8284485,3.9954236,angry
19,-617.25256,54.526463,-0.692442,11.345747,1.6413664,-5.263221,-5.225334,-2.9406247,-5.82607,-1.6732405,-1.9570739,0.2225289,-3.902896,-0.07515321,-2.9670649,2.0886078,-3.920956,2.2425816,-2.221585,1.314923,-4.0323772,-2.442828,-2.3055494,0.46668565,-3.02022,3.0732715,-2.9876716,1.0894369,-1.7485553,1.2929167,-1.3850636,-0.045523793,-1.2913506,0.19451262,0.58044714,-0.45436668,-1.5930749,0.5554416,0.66126657,4.05885,fear
20,-552.92816,61.770855,30.93239,23.405195,15.42731,12.436336,-12.218418,-9.705252,-12.440699,10.963335,-15.558189,9.507549,-5.4017096,10.326647,3.9954271,-4.4124503,2.1142392,2.002767,-0.06638612,0.65180266,4.428187,0.5769207,-7.272627,3.5154912,-9.41141,2.2450855,-2.734862,2.989557,-2.3792741,8.118831,7.6681147,12.191194,5.5548706,10.324074,6.425859,4.4108896,8.674114,15.238493,9.757684,12.320767,sad
21,-391.18433,69.81495,-3.8674033,16.192915,-19.178802,1.2267972,-7.0574574,-12.50249,-12.043923,-1.571332,-8.533775,3.041155,-9.271744,5.12788,-3.7153528,-1.9898335,1.1056553,-1.435311,-1.8932613,2.253852,-1.6307262,3.95834,-5.5219274,5.6848354,-4.541451,1.1219754,0.0716591,4.8910885,0.3463193,1.6196207,-4.3095665,2.2345996,-0.55780995,4.1961813,4.1156406,1.96111,4.2257776,2.0375378,1.5358279,4.0220666,disgust
22,-451.6771,81.402504,16.158764,4.172435,2.025664,2.4382124,-13.4293585,4.075473,-19.958544,0.20330094,-10.072063,-0.23124091,-2.2610915,6.299512,-0.7820963,5.947229,-1.3843607,6.0036864,-1.4947345,0.6232822,-3.7870128,-0.7148148,-5.232696,0.44232085,-2.9577155,5.012063,0.05509443,6.4445252,4.998742,7.6483893,3.09004,6.712164,3.3937972,4.438407,5.4357114,5.896163,5.3063126,5.17301,5.0881033,5.748863,disgust
23,-508.00732,86.33673,15.76863,11.527766,14.032209,12.753121,-22.883865,-12.070104,-16.02831,13.086554,-13.174443,11.214993,-6.068985,8.939025,-0.11047968,-3.1580567,-3.517697,7.300678,1.1333061,-5.8386555,4.279084,2.529649,-7.9760766,3.8379319,-11.864931,4.6910777,-5.4279556,0.35665137,-3.8828156,5.8810797,-3.1795413,11.495689,8.546676,7.106918,3.7540884,5.0156574,2.3397949,9.030568,11.420295,17.744457,sad
24,-504.77103,89.51349,13.450713,-6.087125,1.8590962,12.055455,-8.701906,-4.6322703,-17.74799,0.80733484,-9.679505,6.7058825,-7.374604,6.4797544,5.2698846,6.906444,-5.654256,6.350272,-3.8407469,0.81467277,-0.57764614,5.8665524,-5.8495746,3.7378035,-11.115305,1.0792152,-4.018921,0.96511215,-7.8616533,0.5854763,-7.1033735,1.3564405,1.9987084,18.14329,26.783422,31.240309,29.722513,19.634834,5.883641,5.702183,neutral
25,-461.6897,80.99892,16.780153,34.312504,-5.435907,10.100939,-6.3836956,-17.894161,-3.4517913,-0.26208246,-10.461945,5.05102,-7.3737392,7.4044485,-12.229557,3.3835464,-2.820603,0.56998724,-11.351003,-1.1763717,-8.209059,-5.148852,-6.3501983,-1.627487,-7.5241838,2.3006299,-7.730514,1.30816,-7.541914,-2.4975317,-9.254285,0.08817413,0.97430736,12.085843,23.080677,31.848475,27.96082,20.624607,5.6180906,-0.6560612,neutral
26,-340.17996,16.084518,2.2444794,29.210552,-22.169252,1.7285092,-0.44952863,-19.118399,-11.483595,-6.2137003,-18.613148,14.0329685,-18.24383,10.940974,-6.2246027,-1.7860401,-0.22716883,0.6228282,-6.2709513,6.3799415,-7.8221993,1.3552194,-9.106965,-1.1455586,-3.1050103,0.71475965,-1.9044788,5.5193853,6.2336707,16.365698,11.73077,16.911285,9.08352,9.519512,3.0374925,5.9116044,0.77470684,6.95098,0.33026588,2.674571,angry
27,-557.6014,28.067179,-16.18902,1.6026521,-10.097977,-4.872322,-7.2811775,-15.31517,-12.365524,-1.3334132,-8.070432,-5.9378233,-6.886817,2.6681643,-6.947726,-0.973289,-3.523426,-0.7205689,0.2600469,7.061752,3.3709004,7.864875,0.5078036,3.0713081,-0.63374466,3.2902548,-0.6548607,1.6737835,-2.4107833,-1.4682167,-3.5112453,-0.14895795,-1.2632362,-0.6136452,-2.6903806,0.08332065,-1.6844721,0.6997322,-1.342266,0.29344654,fear
28,-629.36426,49.112286,9.793186,13.636412,2.975974,-2.9234064,-6.0123863,-5.597474,-2.801212,0.720095,-5.392283,5.9399056,-4.9855585,0.19953379,-3.4062006,-0.46139777,-1.7709931,2.3157833,-1.6941189,1.920918,-3.1496294,-0.220228,-1.4506912,1.1518338,-0.1660154,0.78792286,-0.7683275,3.0727026,2.6442883,5.7337365,4.756925,7.2739515,5.686089,8.397723,5.5504208,5.8135104,2.2127259,4.5634775,2.6132393,4.6889076,disgust
29,-364.18787,45.9774,-19.864729,-14.547182,-2.9814284,7.913194,-29.14613,-6.4047356,-22.798883,1.4653362,-12.132716,6.8241477,-5.6555753,9.203283,-4.687772,3.7676914,-2.9776142,-3.1615584,-11.01194,-12.132626,-5.61084,14.68006,7.6310935,30.7049,35.42565,27.539707,9.997747,5.264929,-11.24604,10.124533,8.638282,7.7504134,-0.37203258,-5.722406,-1.5009208,8.490492,3.5053415,-3.0844855,-7.587937,-0.027399616,angry
30,-554.8548,49.196884,-10.3965025,9.767532,-2.2482376,1.2736392,-2.1168396,-13.342212,-4.6850924,3.2189472,-5.908101,-4.2101064,-2.2725842,3.891325,-1.5316367,3.1946986,0.25159878,5.869441,2.604662,8.005168,0.4352039,6.6897397,1.269399,6.6372337,1.5330751,6.2883925,2.319748,4.7189403,1.1185682,3.964209,0.16869736,4.1742225,2.1658,3.8775601,2.2781482,4.3870606,2.1118047,4.476653,2.813176,3.9616225,surprise
31,-460.67505,55.473995,12.572794,1.4588373,2.5213456,8.669986,-13.440782,1.8978981,-12.961763,3.3204386,-8.8408375,-3.8771589,-0.97271657,6.4291534,-1.7954619,4.3418264,-4.4836473,8.64595,-1.2993214,-1.2453103,4.6954894,15.067203,7.3162313,26.47743,18.654531,18.52995,9.130244,6.6475625,-5.9888935,5.65032,1.4581398,6.2525244,-1.3541458,-3.4852092,-2.0012631,4.9458876,0.056660935,0.22084871,-4.654949,1.2778825,fear
32,-456.28958,92.6601,15.885307,-2.6820073,-3.8037944,-1.8099171,-13.771451,-0.43761227,-20.604649,-1.2524397,-17.830648,-4.5669127,-5.227188,-1.3699499,-0.6432594,3.9614544,-2.1844363,15.073824,-1.1065356,-3.7312922,-1.8596376,0.31914198,-4.9459887,7.843808,-6.482057,7.9202704,1.2153603,12.811224,3.0521088,8.125059,0.07756764,7.209288,3.5592666,4.9269247,5.104296,8.818339,9.848764,13.11118,9.506192,8.702869,happy
33,-437.92947,50.511845,19.460518,-4.463386,-4.6172,5.822125,-10.870117,1.0268304,-17.353714,1.7314798,-13.653504,-3.7091665,-1.4597586,2.6579545,0.9734755,6.50844,-0.043438055,18.165588,-1.1606845,4.3156047,0.20080295,3.5980961,-3.3984773,7.8222537,-3.2775571,8.158529,2.2682946,11.64541,0.7412535,11.633821,0.11768877,6.222219,2.8277133,5.765944,3.302152,7.4238434,5.9938326,9.294342,7.482596,8.929459,happy
34,-683.5415,45.79079,-8.732436,5.6522756,-10.264516,-3.6317108,-13.565022,-10.328116,-7.7461457,-3.9264731,-8.338086,0.90442497,-8.367077,-3.206792,-3.1894944,-5.5752497,-4.1570473,-3.5142446,-5.989745,-2.9673777,-4.072393,-1.1164651,-1.4588648,2.1082492,-1.0233741,2.5551026,-1.3783189,5.1390553,4.2248354,8.341807,5.171337,4.0698366,0.6057568,1.7954941,1.5908629,3.0359232,-0.85601556,-3.284239,-3.6863446,-0.4043038,neutral
35,-317.45068,43.53857,-14.2722435,22.124903,-16.772533,-0.7779048,-2.7761836,-19.592701,-1.6192731,-1.5826559,-13.242621,12.982847,-14.580949,8.221282,-7.0213037,-1.6074189,3.8889303,2.5823004,-0.23874255,1.9490914,-10.624154,0.7543471,1.3082641,12.128311,2.1887186,5.040413,-3.00195,3.0319512,6.510959,10.15907,-0.9593584,5.949301,4.0656853,12.553149,7.5752068,6.9485307,-1.2300361,-6.731201,-6.5492024,2.24755,happy
36,-532.2309,60.266785,-18.200726,9.674652,-3.1792214,-3.4986992,-13.776583,-6.1372175,-5.0027523,-7.0805674,0.82464194,-0.13044432,-7.23707,0.1756796,-4.227636,-4.1444607,-4.291768,-1.8181266,-6.2217383,0.07974798,-8.294903,-0.37215608,-3.3509245,-1.3262422,-4.0119104,0.99573094,-2.477709,1.0544093,0.5612883,2.438589,-0.7114073,0.26662278,-0.5025502,1.5294371,-0.22267517,2.8540826,-2.3187742,0.9799712,0.7664242,4.4226694,surprise
37,-528.4592,68.93147,12.083014,14.2296915,9.192757,8.624881,-2.872071,-0.85173666,-11.963858,-0.9098937,-12.772244,3.1708746,-4.008567,8.233563,6.5068307,7.4893055,-3.2310045,7.61269,-0.6211458,-1.4632958,3.1656992,4.042558,-8.514107,1.7004869,-8.430083,-1.212044,-4.247247,-0.5467074,-3.3653166,-0.95449364,-9.221603,1.7149003,-1.7153075,14.01616,25.585875,32.492878,32.634445,22.116926,8.054484,0.27648422,neutral
38,-515.8146,45.53176,-4.7590027,12.125392,1.3648658,-4.6745124,-7.934947,-6.014264,-17.065022,2.0760634,-8.538868,-8.031199,-3.9832644,-3.4559052,-3.0996068,-0.6652454,-7.97167,-2.0249333,-2.4147103,-3.4762673,-4.221011,-0.72005814,-4.6522455,-1.8826015,-2.6459825,-0.27738544,-0.8568367,3.54237,-0.9543513,4.067404,-3.0210848,0.99805766,-1.6644728,1.4599633,-0.7703671,1.0827245,-2.353243,-0.8711127,-2.3195567,2.0350454,surprise
39,-585.72797,44.48835,-22.598707,9.817941,-8.152051,-4.896786,-5.878489,-11.672482,-5.6785545,-2.1914582,-6.6700525,-1.6020511,-9.580297,0.19380961,-6.494792,-2.8160353,-3.3071685,-0.79053634,-4.042887,1.6893808,-2.4328115,-2.2261891,-1.816677,-0.61127764,-0.28074226,-0.439084,-0.072187476,1.9487727,1.9277442,2.7787898,-2.0114458,1.0493134,1.8613263,4.636693,2.063944,0.5423968,-2.8961053,1.6701353,0.8351944,0.80984896,happy
40,-528.06573,67.84296,25.6551,18.364311,11.446943,11.6254225,-9.572787,-3.3677363,-17.429935,3.5051866,-11.930581,2.5267322,-8.204358,11.128001,3.873251,1.5964464,-6.67284,10.96073,-6.60892,-0.7942893,0.9790292,5.8589826,-5.360289,3.0931127,-5.706086,0.6681818,-7.8814034,4.186615,-2.110808,1.342808,-6.8315773,0.84319335,-7.689004,-4.9709744,1.7906466,9.198848,18.459286,33.484146,30.160069,30.131535,neutral
41,-498.1786,56.71789,24.9153,23.67557,19.156275,8.212442,-11.098017,-10.407551,-7.6105723,4.2733064,-13.016725,4.595991,-0.818251,5.2472334,0.23595713,-0.0130431345,1.0526377,5.9669666,0.7799117,-3.4802332,5.8816404,-4.3504815,-2.4950132,0.14379758,-5.792229,3.2189906,-0.57612604,6.3688016,4.5012245,11.236748,11.134676,10.245834,4.3541975,5.220768,5.8701506,9.14577,9.923387,10.496354,6.812804,1.074716,sad
42,-312.69687,22.133247,-9.8409,14.729798,-4.782299,-2.137986,-8.298332,-13.154913,-4.3968124,-0.036067646,-12.132875,10.677451,-12.639992,6.7209787,-5.332356,-0.60630393,0.31617805,3.7697089,-10.22485,0.04749427,-12.067713,0.59402126,3.1745813,9.749509,2.0894172,6.955027,-2.8526692,5.066676,2.666679,6.3915377,2.4103873,9.266803,2.5257394,6.941819,0.385532,6.5975785,-2.3542142,-1.1138759,-3.0663586,4.539757,happy
43,-555.14935,83.7724,28.158234,14.359762,4.832716,10.737426,-0.067587025,0.20141082,-14.195995,-0.4779553,-10.6385,-1.3809435,-2.6554952,6.6357055,5.895462,6.3889613,-4.7089963,4.4683466,-0.50969833,-0.890827,-0.3379935,3.5467591,-5.8863316,2.8003998,-4.2799406,1.4020807,-9.319494,-0.0331717,-2.6345315,1.4697267,-5.512115,-1.2779652,-8.468598,-3.3407633,5.6784925,16.723145,30.259687,37.29047,29.21598,23.623812,neutral
44,-629.7449,80.59633,10.064013,22.598993,14.879715,3.6342676,-1.0856788,-3.7521544,-4.666015,4.4744296,0.59779584,-0.12690096,0.6250416,6.1529064,-1.3460828,1.4734582,-3.4484732,2.7856674,-1.0380307,0.14223634,-5.7971377,2.5631151,-5.2579846,-2.1119146,-3.3826716,-0.047387384,-1.4651707,0.10538511,-0.57334286,1.760619,-1.8198695,-0.55286,-2.075039,0.21100773,-3.2540123,0.044312455,-4.2045135,-3.070213,-4.0571523,-1.1719339,calm
45,-563.95544,36.484856,-15.775306,-1.6013066,-14.100658,-9.905049,-10.063474,-17.988554,-10.935971,-2.4340892,-10.77474,-8.616521,-9.389314,3.1709373,-8.225178,4.3018227,-3.8138027,-0.834503,-1.5159364,1.1242853,-1.4123226,3.221659,-2.1644945,5.0531125,-0.24300666,3.95203,-0.5714389,2.4771981,0.17840771,0.6942789,-1.0211077,2.08394,-1.8643676,-0.043648433,-1.7980518,1.2678002,-1.7695712,0.15940209,-0.97595817,1.3576251,surprise
46,-420.67813,65.82811,3.3792455,-15.477033,-21.675531,7.4728684,-21.73449,0.26515687,-17.538654,-7.1380014,-10.402534,9.691235,0.793598,11.111436,-0.75125325,2.2379243,-3.3876054,-6.898116,-4.722457,-7.5306306,-7.148483,1.736353,-10.173754,7.4591947,15.160197,22.657095,28.69745,32.0172,13.682925,7.263875,2.6836524,8.40096,12.140427,5.565138,1.4165105,0.9756741,-2.3965597,11.954672,3.8681023,2.0841033,angry
47,-485.53278,27.475836,-33.42325,-2.872561,-11.977503,-22.996367,-13.062772,-18.390966,-23.86918,0.709787,-15.460694,0.7806514,-1.3873309,1.2715734,3.9085453,1.4378536,5.4545865,11.862334,1.9261332,0.8871637,-2.7616088,0.16952614,-1.815392,0.4542293,-3.2203176,-0.88534397,-1.9438869,-2.3997366,-4.0304155,2.935877,0.8260115,-0.004065008,-1.9863975,1.3365867,0.3992683,2.3170717,1.385537,2.5355883,-1.3351592,0.60537183,sad
48,-554.51324,43.80127,-7.074409,9.166096,-1.7703013,-1.5336083,-8.442487,-5.801569,-13.207867,-4.9728513,-2.9212499,-5.012987,-3.52598,-1.7768786,-8.189484,0.73249274,-9.565934,-3.7053158,-4.0997157,-3.1278439,-6.7698207,-1.7535074,-5.197141,-4.5870876,-2.965013,0.5164388,-3.4178708,4.03721,-1.0435545,2.289245,-0.7145021,1.1787528,-0.8310445,-1.0568656,-2.8338077,0.28716987,-0.73058134,-0.40699422,-1.6874148,-0.90004927,surprise
49,-426.09384,90.33002,20.37819,-8.035888,6.8911743,6.5656295,-16.293669,-4.6569495,-19.795813,4.0632753,-23.968737,-6.0100856,-7.302333,-0.47183862,-8.197308,4.71918,-5.7381563,12.29433,-2.1270204,1.0677434,0.78483015,3.2521195,-4.248971,8.911021,-5.989316,7.3101296,-5.1001186,4.961579,-5.702203,7.6812434,-4.5855403,3.3969252,-1.2508494,2.8207805,6.7543654,9.744588,11.932567,16.475185,13.850707,12.644714,surprise
50,-613.9622,69.748634,0.28442064,21.145365,3.6228588,1.3380674,-9.653069,-8.501368,-8.849,-1.756463,-7.781775,-1.471448,-5.0332294,-0.6481994,-8.664974,2.111442,-3.1229477,-1.3463641,-3.8298686,2.4298391,-5.4892015,-0.4156291,-6.5638094,-1.937229,-5.957153,-1.2776914,-4.441346,1.4926982,-2.499618,-0.6332361,-2.0721633,-0.23720926,-4.0908995,-0.5512317,-3.3849356,0.502293,-4.4063945,-2.3126898,-4.868683,-1.6587139,angry
51,-407.13376,87.29166,20.858791,17.425385,-8.198604,16.799894,-8.130106,-12.506211,1.7794509,-7.1497164,-9.390708,7.4331093,-10.685281,11.165289,-14.443809,2.1085823,-0.97202516,-1.5959092,-8.703483,-3.4072487,-9.0561285,-3.3512518,-6.8382626,2.7865708,-2.3817801,9.275495,1.1048915,3.6051366,-3.1628168,-2.1306064,-5.9964933,9.304022,5.440676,12.905491,6.4393587,4.9127026,4.6164165,2.8507648,6.281937,8.65156,sad
52,-509.73273,54.07101,-11.394206,12.571899,0.055640932,-9.107296,-9.0546255,-3.448109,-17.797949,-1.4333642,-7.927445,-8.960538,-3.1222377,-3.2710629,-4.1853213,-2.5856633,-9.329099,-2.2772043,-4.721222,-2.8992586,-3.9567835,-1.065136,-4.346731,-1.1153319,-1.1360203,1.0461681,-1.9131563,3.434661,-2.3882535,2.9895215,-2.158616,0.9436234,-0.5652467,-0.33513564,-2.1280987,0.8696435,-1.0606042,-0.0217066,-3.053623,-0.5676858,surprise
53,-410.70084,57.236214,31.632868,36.59571,-2.9972668,16.608297,-9.565585,-13.616402,-6.9762487,-5.7128644,-8.843608,1.2276394,-8.796215,12.94599,-11.448576,1.7717438,-2.6753278,-0.69081503,-10.731422,0.6692583,-12.380888,-4.134236,-9.357437,3.60282,-3.6300945,7.910091,2.6365905,0.2698043,-2.3830595,-2.558499,-4.194655,9.673649,6.8602877,11.053055,5.447754,8.146582,5.0545087,8.452129,7.9892397,8.3060875,sad
54,-301.36975,33.88332,-10.60563,13.035229,-0.017017536,10.442648,4.984069,-0.97140026,-6.41459,10.384362,-19.652504,11.881542,-5.311407,8.034614,-1.0277262,-2.9860404,0.13445398,13.113526,-9.755284,11.831333,0.0056647193,2.0412004,-3.0948877,2.7433262,-5.6920347,7.121877,-2.8638046,2.9694004,-2.056249,3.9822006,-1.4539282,9.539944,-2.2688284,2.123702,-4.3033395,3.761014,-1.4969956,1.8512293,-1.1160548,1.860206,fear
